# Header: N IMF hubble Source
# 7 0.0 0.7 Salim 2007 UV
2.00 11.50 -9.80 0.3 0.3 1
2.00 11.75 -9.85 0.3 0.3 1
3.00 9.51 -8.82 0.3 0.3 1
3.00 9.77 -8.95 0.3 0.3 1
3.00 10.03 -8.85 0.3 0.3 1
3.00 10.50 -8.76 0.3 0.3 1
3.00 10.76 -8.48 0.3 0.3 1
3.00 11.01 -8.96 0.3 0.3 1
3.00 11.25 -8.94 0.3 0.3 1
# 8 0.24 0.7 Reddy 2012
2.3 9.40 -8.61 0.3 1.0 1
2.3 9.66 -8.69 0.3 0.7 1
2.3 9.91 -8.82 0.3 0.3 1
2.3 10.15 -8.52 0.3 0.3 1
2.3 10.40 -8.82 0.3 0.3 1
2.3 10.66 -8.61 0.3 0.3 1
2.3 10.91 -8.45 0.3 0.3 1
2.3 11.15 -8.69 0.3 0.3 1
# 18 0.24 0.7 Feulner 2006
0.60 9.00 -8.60 0.4 0.4 1
0.60 10.0 -9.20 0.3 0.3 1
0.60 11.0 -10.11 0.5 0.5 1
1.00 9.00 -8.60 0.2 0.2 1
1.00 10.0 -9.09 0.3 0.3 1
1.00 11.0 -10.04 0.4 0.4 1
1.50 9.00 -8.59 0.2 0.2 1
1.50 10.0 -9.07 0.2 0.2 1
1.50 11.0 -10.02 0.5 0.5 1
2.15 9.00 -8.41 0.3 0.3 1
2.15 10.0 -8.84 0.3 0.3 1
2.15 11.0 -9.56 0.4 0.4 1
3.00 9.00 -8.38 0.3 0.3 1
3.00 10.0 -8.81 0.2 0.2 1
3.00 11.0 -9.21 0.5 0.5 1
4.25 9.00 -8.25 0.4 0.4 1
4.25 10.0 -8.78 0.4 0.4 1
4.25 11.0 -9.20 0.5 0.5 1
# 6 0.24 0.7 Gonzalez 2012
4.0 9.0 -8.39 0.3 0.3 1
4.0 9.7 -8.49 0.3 0.3 1
5.0 9.0 -8.27 0.3 0.3 1
5.0 9.7 -8.50 0.3 0.3 1
6.0 9.0 -8.27 0.3 0.3 1
6.0 9.7 -8.35 0.3 0.3 1
# 2 0.24 0.7 Schaerer 2010
7.0 8.0 -7.97 0.3 0.3 1
7.0 9.0 -8.17 0.3 0.3 1
# 1 0.24 0.7 Labbe 2013
8.0 8.95 -7.95 0.3 0.3 1
# 1 0.0 0.7 McLure 2011
6.8 8.92 -8.32 0.3 0.3 1
# 4 0.0 0.7 Duncan 2014
4.0 9.7 -8.63 0.25 0.25 1
5.0 9.7 -8.54 0.25 0.25 1
6.0 9.7 -8.38 0.25 0.25 1
7.0 9.7 -8.22 0.25 0.25 1
END
