# Header: N zmin zmax IMF Hubble Comment
# 13 0.2 0.4 0.0 0.7 Drory 2009 Cosmos
11.300 0.569 0.105 1
11.400 0.725 0.219 1
11.500 0.751 0.486 1
11.600 0.780 0.618 1
# 16 0.5 0.65 0.0 0.7 Moustakas 2013
10.200 0.242 0.033 1
10.300 0.375 0.029 1
10.400 0.386 0.025 1
10.500 0.398 0.025 1
10.600 0.422 0.024 1
10.700 0.444 0.023 1
10.800 0.513 0.024 1
10.900 0.582 0.030 1
11.000 0.611 0.032 1
11.100 0.642 0.041 1
11.200 0.621 0.053 1
11.300 0.759 0.089 1
11.400 0.629 0.103 1
11.500 0.863 0.174 1
11.600 0.849 0.504 1
11.700 0.751 0.389 1
# 13 0.65 0.8 0.0 0.7 Moustakas 2013
10.500 0.444 0.029 1
10.600 0.406 0.042 1
10.700 0.404 0.037 1
10.800 0.499 0.022 1
10.900 0.500 0.026 1
11.000 0.603 0.042 1
11.100 0.580 0.033 1
11.200 0.571 0.051 1
11.300 0.635 0.057 1
11.400 0.731 0.081 1
11.500 0.686 0.192 1
11.600 0.855 0.350 1
11.700 0.299 0.672 1
# 11 0.8 1.0 0.0 0.7 Moustakas 2013
10.800 0.527 0.032 1
10.900 0.556 0.027 1
11.000 0.613 0.034 1
11.100 0.634 0.036 1
11.200 0.570 0.039 1
11.300 0.537 0.044 1
11.400 0.661 0.101 1
11.500 0.651 0.170 1
11.600 0.814 0.157 1
11.700 0.574 0.352 1
11.800 0.552 1.101 1
# 32 0.2 0.5 0.03 0.7 Muzzin 2013
8.4 0.142 0.157 1
8.5 0.122 0.100 1
8.6 0.163 0.084 1
8.7 0.153 0.084 1
8.8 0.133 0.088 1
8.9 0.137 0.086 1
9.0 0.156 0.087 1
9.1 0.127 0.090 1
9.2 0.129 0.090 1
9.3 0.126 0.095 1
9.4 0.128 0.095 1
9.5 0.159 0.088 1
9.6 0.179 0.086 1
9.7 0.204 0.079 1
9.8 0.198 0.081 1
9.9 0.261 0.072 1
10.0 0.226 0.079 1
10.1 0.296 0.070 1
10.2 0.332 0.068 1
10.3 0.359 0.064 1
10.4 0.408 0.058 1
10.5 0.460 0.055 1
10.6 0.501 0.055 1
10.7 0.615 0.068 1
10.8 0.629 0.074 1
10.9 0.730 0.091 1
11.0 0.763 0.104 1
11.1 0.842 0.143 1
11.2 0.900 0.181 1
11.3 0.872 0.169 1
11.4 0.943 0.237 1
11.5 0.920 0.285 1
# 27 0.5 1.0 0.03 0.7 Muzzin 2013
8.9 0.065 0.080 1
9.0 0.056 0.063 1
9.1 0.068 0.063 1
9.2 0.066 0.064 1
9.3 0.069 0.057 1
9.4 0.076 0.057 1
9.5 0.067 0.059 1
9.6 0.088 0.058 1
9.7 0.103 0.055 1
9.8 0.115 0.053 1
9.9 0.174 0.048 1
10.0 0.202 0.047 1
10.1 0.241 0.045 1
10.2 0.295 0.039 1
10.3 0.307 0.038 1
10.4 0.361 0.033 1
10.5 0.412 0.032 1
10.6 0.451 0.032 1
10.7 0.484 0.034 1
10.8 0.556 0.036 1
10.9 0.601 0.040 1
11.0 0.634 0.051 1
11.1 0.751 0.067 1
11.2 0.777 0.083 1
11.3 0.854 0.110 1
11.4 0.892 0.169 1
11.5 0.960 0.206 1
# 23 1.0 1.5 0.03 0.7 Muzzin 2013
9.5 0.046 0.126 1
9.6 0.065 0.065 1
9.7 0.076 0.056 1
9.8 0.104 0.056 1
9.9 0.117 0.048 1
10.0 0.157 0.045 1
10.1 0.184 0.045 1
10.2 0.220 0.043 1
10.3 0.287 0.036 1
10.4 0.311 0.036 1
10.5 0.360 0.033 1
10.6 0.413 0.034 1
10.7 0.449 0.034 1
10.8 0.509 0.033 1
10.9 0.526 0.037 1
11.0 0.620 0.043 1
11.1 0.668 0.057 1
11.2 0.708 0.071 1
11.3 0.761 0.116 1
11.4 0.855 0.146 1
11.5 0.786 0.229 1
11.6 0.941 0.376 1
11.7 0.800 0.549 1
# 16 1.5 2.0 0.03 0.7 Muzzin 2013
10.1 0.133 0.076 1
10.2 0.191 0.068 1
10.3 0.201 0.060 1
10.4 0.249 0.047 1
10.5 0.301 0.044 1
10.6 0.319 0.042 1
10.7 0.374 0.041 1
10.8 0.389 0.047 1
10.9 0.442 0.043 1
11.0 0.398 0.056 1
11.1 0.477 0.061 1
11.2 0.537 0.067 1
11.3 0.487 0.092 1
11.4 0.617 0.144 1
11.5 0.647 0.212 1
11.6 0.667 0.606 1
# 13 2.0 2.5 0.03 0.7 Muzzin 2013
10.5 0.246 0.079 1
10.6 0.239 0.080 1
10.7 0.249 0.070 1
10.8 0.245 0.089 1
10.9 0.181 0.108 1
11.0 0.278 0.083 1
11.1 0.238 0.107 1
11.2 0.150 0.156 1
11.3 0.274 0.147 1
11.4 0.400 0.184 1
11.5 0.600 0.468 1
11.6 0.143 0.521 1
11.7 0.250 0.622 1
# 6 2.5 3.0 0.03 0.7 Muzzin 2013
10.8 0.233 0.130 1
11.0 0.234 0.104 1
11.2 0.170 0.142 1
11.4 0.177 0.180 1
11.6 0.059 0.421 1
11.8 0.167 0.591 1
# 6 3.0 4.0 0.03 0.7 Muzzin 2013
11.0 0.134 0.225 1
11.2 0.149 0.260 1
11.4 0.235 0.253 1
11.6 0.095 0.377 1
11.8 0.000 0.730 1
12.0 0.000 0.999 1
END
